age,education,sex,relationship,marital-status,income
62.0,10th,Female,Husband,Married-civ-spouse,>50K
42.0,HS-grad,Female,Not-in-family,Never-married,>50K
32.0,Some-college,Male,Unmarried,Divorced,<=50K
39.0,HS-grad,Female,Own-child,Never-married,>50K
21.0,Bachelors,Male,Husband,Never-married,<=50K
29.0,Some-college,Male,Unmarried,Married-civ-spouse,>50K
43.0,HS-grad,Female,Own-child,Never-married,<=50K
29.0,Bachelors,Male,Not-in-family,Never-married,>50K
42.0,1st-4th,Female,Not-in-family,Never-married,<=50K
35.0,Some-college,Female,Husband,Married-civ-spouse,<=50K
21.0,HS-grad,Male,Husband,Divorced,<=50K
30.0,Some-college,Male,Husband,Never-married,>50K
39.0,Bachelors,Male,Not-in-family,Married-civ-spouse,>50K
40.0,5th-6th,Male,Other-relative,Married-civ-spouse,<=50K
40.0,Masters,Female,Not-in-family,Married-civ-spouse,>50K
45.0,Assoc-voc,Male,Unmarried,Married-civ-spouse,>50K
44.0,Assoc-voc,Male,Not-in-family,Married-civ-spouse,>50K
32.0,Bachelors,Female,Own-child,Never-married,<=50K
55.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
32.0,HS-grad,Male,Husband,Never-married,>50K
32.0,11th,Female,Unmarried,Never-married,<=50K
57.0,HS-grad,Male,Husband,Never-married,<=50K
51.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
44.0,HS-grad,Male,Unmarried,Never-married,<=50K
23.0,HS-grad,Male,Wife,Married-civ-spouse,<=50K
60.0,Bachelors,Male,Not-in-family,Divorced,<=50K
46.0,Some-college,Male,Husband,Never-married,<=50K
83.0,HS-grad,Male,Other-relative,Married-civ-spouse,<=50K
23.0,Masters,Male,Husband,Divorced,<=50K
57.0,Some-college,Male,Husband,Never-married,<=50K
21.0,HS-grad,Female,Husband,Married-civ-spouse,<=50K
41.0,Some-college,Female,Own-child,Divorced,>50K
24.0,10th,Male,Husband,Never-married,>50K
51.0,10th,Male,Husband,Married-civ-spouse,<=50K
51.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
41.0,Bachelors,Female,Husband,Married-civ-spouse,<=50K
33.0,Bachelors,Female,Husband,Divorced,<=50K
18.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
44.0,Bachelors,Female,Husband,Married-civ-spouse,<=50K
33.0,Masters,Male,Own-child,Married-civ-spouse,<=50K
45.0,HS-grad,Female,Husband,Never-married,>50K
55.0,Some-college,Male,Husband,Widowed,<=50K
66.0,Some-college,Female,Husband,Married-civ-spouse,<=50K
51.0,Some-college,Female,Not-in-family,Never-married,<=50K
20.0,HS-grad,Male,Unmarried,Married-civ-spouse,<=50K
29.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
45.0,Some-college,Female,Own-child,Married-civ-spouse,<=50K
21.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
38.0,12th,Male,Husband,Married-civ-spouse,<=50K
18.0,HS-grad,Female,Own-child,Married-civ-spouse,<=50K
24.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
18.0,Some-college,Female,Own-child,Never-married,>50K
47.0,10th,Male,Not-in-family,Never-married,<=50K
28.0,HS-grad,Male,Other-relative,Married-civ-spouse,<=50K
29.0,Masters,Male,Husband,Divorced,<=50K
58.0,Bachelors,Female,Husband,Married-civ-spouse,<=50K
44.0,Some-college,Female,Husband,Married-civ-spouse,<=50K
20.0,Some-college,Male,Not-in-family,Never-married,>50K
23.0,Some-college,Male,Own-child,Married-civ-spouse,<=50K
41.0,10th,Male,Other-relative,Never-married,<=50K
42.0,HS-grad,Male,Own-child,Married-civ-spouse,<=50K
26.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
62.0,Some-college,Male,Unmarried,Married-civ-spouse,<=50K
41.0,HS-grad,Female,Husband,Widowed,<=50K
35.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
40.0,5th-6th,Female,Other-relative,Married-civ-spouse,>50K
44.0,HS-grad,Male,Husband,Never-married,<=50K
29.0,HS-grad,Male,Husband,Never-married,<=50K
34.0,Some-college,Male,Unmarried,Married-civ-spouse,<=50K
26.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
27.0,Some-college,Female,Wife,Married-civ-spouse,<=50K
63.0,Some-college,Male,Unmarried,Divorced,<=50K
48.0,HS-grad,Male,Unmarried,Never-married,<=50K
37.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
27.0,HS-grad,Female,Husband,Divorced,>50K
26.0,Some-college,Male,Own-child,Never-married,<=50K
19.0,10th,Male,Husband,Divorced,<=50K
32.0,5th-6th,Female,Not-in-family,Never-married,>50K
30.0,1st-4th,Male,Not-in-family,Married-civ-spouse,>50K
43.0,Preschool,Female,Own-child,Married-civ-spouse,<=50K
32.0,Bachelors,Female,Husband,Married-civ-spouse,<=50K
26.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
19.0,HS-grad,Female,Not-in-family,Married-civ-spouse,<=50K
19.0,HS-grad,Male,Husband,Never-married,<=50K
45.0,HS-grad,Male,Not-in-family,Widowed,<=50K
35.0,HS-grad,Male,Unmarried,Divorced,<=50K
37.0,Some-college,Male,Not-in-family,Married-civ-spouse,<=50K
55.0,HS-grad,Female,Husband,Never-married,<=50K
77.0,HS-grad,Male,Not-in-family,Divorced,<=50K
27.0,11th,Male,Husband,Never-married,>50K
46.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
27.0,HS-grad,Female,Own-child,Never-married,<=50K
18.0,Some-college,Female,Not-in-family,Never-married,<=50K
50.0,11th,Male,Husband,Married-civ-spouse,<=50K
30.0,HS-grad,Female,Not-in-family,Divorced,<=50K
32.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
42.0,Bachelors,Male,Wife,Married-civ-spouse,<=50K
53.0,Some-college,Male,Own-child,Married-civ-spouse,<=50K
40.0,HS-grad,Male,Husband,Never-married,<=50K
56.0,HS-grad,Male,Husband,Never-married,<=50K
29.0,10th,Male,Not-in-family,Married-civ-spouse,<=50K
51.0,Some-college,Male,Husband,Never-married,>50K
27.0,Some-college,Female,Own-child,Never-married,<=50K
61.0,Bachelors,Male,Own-child,Never-married,<=50K
46.0,11th,Male,Husband,Never-married,<=50K
26.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
61.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
43.0,Some-college,Male,Wife,Divorced,<=50K
27.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
27.0,Bachelors,Female,Husband,Married-civ-spouse,>50K
36.0,Bachelors,Female,Husband,Married-civ-spouse,>50K
21.0,Some-college,Male,Unmarried,Married-civ-spouse,>50K
25.0,HS-grad,Male,Own-child,Never-married,>50K
35.0,9th,Female,Not-in-family,Married-civ-spouse,>50K
33.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
32.0,Bachelors,Male,Own-child,Never-married,>50K
29.0,7th-8th,Female,Husband,Married-civ-spouse,>50K
41.0,HS-grad,Male,Not-in-family,Never-married,<=50K
56.0,Some-college,Male,Own-child,Never-married,<=50K
24.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
36.0,11th,Male,Husband,Married-civ-spouse,<=50K
23.0,10th,Male,Wife,Married-civ-spouse,<=50K
45.0,Bachelors,Male,Own-child,Never-married,>50K
33.0,Bachelors,Female,Not-in-family,Married-civ-spouse,<=50K
42.0,Some-college,Male,Not-in-family,Never-married,<=50K
25.0,Some-college,Male,Own-child,Divorced,<=50K
21.0,HS-grad,Female,Not-in-family,Married-civ-spouse,<=50K
35.0,HS-grad,Male,Own-child,Never-married,<=50K
30.0,Some-college,Female,Own-child,Never-married,<=50K
63.0,Masters,Male,Not-in-family,Married-civ-spouse,>50K
50.0,HS-grad,Male,Husband,Married-civ-spouse,>50K
50.0,12th,Male,Not-in-family,Never-married,<=50K
57.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
21.0,Some-college,Female,Not-in-family,Married-civ-spouse,<=50K
42.0,Assoc-voc,Male,Husband,Married-civ-spouse,<=50K
41.0,Some-college,Male,Own-child,Married-civ-spouse,>50K
63.0,HS-grad,Male,Not-in-family,Never-married,<=50K
31.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
28.0,HS-grad,Male,Own-child,Divorced,<=50K
23.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
18.0,Masters,Male,Husband,Married-civ-spouse,>50K
59.0,HS-grad,Male,Not-in-family,Divorced,<=50K
43.0,9th,Male,Husband,Never-married,>50K
48.0,Prof-school,Male,Husband,Never-married,<=50K
28.0,HS-grad,Female,Husband,Married-civ-spouse,>50K
39.0,Some-college,Male,Not-in-family,Never-married,<=50K
18.0,Bachelors,Female,Own-child,Married-civ-spouse,>50K
38.0,Bachelors,Male,Own-child,Never-married,<=50K
71.0,Bachelors,Male,Own-child,Married-civ-spouse,<=50K
55.0,HS-grad,Female,Unmarried,Divorced,>50K
30.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
61.0,Assoc-voc,Female,Wife,Married-civ-spouse,<=50K
25.0,Bachelors,Male,Not-in-family,Divorced,<=50K
64.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
62.0,HS-grad,Female,Wife,Widowed,<=50K
51.0,HS-grad,Female,Own-child,Married-civ-spouse,<=50K
41.0,Some-college,Male,Unmarried,Never-married,<=50K
55.0,Some-college,Male,Not-in-family,Married-civ-spouse,<=50K
30.0,HS-grad,Male,Own-child,Married-civ-spouse,>50K
51.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
39.0,Some-college,Male,Not-in-family,Divorced,<=50K
18.0,HS-grad,Male,Wife,Married-civ-spouse,<=50K
30.0,Bachelors,Female,Own-child,Widowed,<=50K
21.0,HS-grad,Female,Not-in-family,Married-civ-spouse,<=50K
73.0,HS-grad,Female,Husband,Never-married,>50K
36.0,Some-college,Male,Husband,Never-married,<=50K
37.0,11th,Male,Husband,Never-married,<=50K
39.0,Some-college,Female,Husband,Divorced,<=50K
35.0,HS-grad,Male,Other-relative,Never-married,<=50K
22.0,10th,Male,Husband,Divorced,<=50K
53.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
28.0,Masters,Male,Husband,Never-married,>50K
37.0,HS-grad,Male,Own-child,Married-civ-spouse,<=50K
26.0,Some-college,Male,Husband,Divorced,<=50K
23.0,HS-grad,Male,Husband,Never-married,<=50K
55.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
66.0,Some-college,Male,Not-in-family,Married-civ-spouse,<=50K
63.0,HS-grad,Female,Not-in-family,Married-civ-spouse,<=50K
60.0,HS-grad,Male,Unmarried,Never-married,>50K
50.0,Some-college,Female,Other-relative,Never-married,<=50K
30.0,HS-grad,Female,Not-in-family,Married-civ-spouse,<=50K
22.0,HS-grad,Male,Own-child,Married-civ-spouse,<=50K
35.0,7th-8th,Male,Not-in-family,Married-civ-spouse,<=50K
27.0,HS-grad,Male,Own-child,Married-civ-spouse,<=50K
21.0,Some-college,Female,Not-in-family,Never-married,<=50K
17.0,HS-grad,Female,Own-child,Married-civ-spouse,<=50K
45.0,Some-college,Female,Unmarried,Married-civ-spouse,<=50K
17.0,HS-grad,Male,Own-child,Never-married,<=50K
46.0,HS-grad,Female,Husband,Divorced,<=50K
22.0,Some-college,Male,Husband,Married-civ-spouse,>50K
23.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
22.0,12th,Male,Not-in-family,Divorced,<=50K
44.0,Some-college,Male,Husband,Never-married,>50K
26.0,Bachelors,Male,Own-child,Married-civ-spouse,<=50K
34.0,Masters,Male,Husband,Married-civ-spouse,<=50K
40.0,HS-grad,Female,Husband,Never-married,>50K
55.0,HS-grad,Female,Husband,Married-civ-spouse,<=50K
46.0,Bachelors,Female,Not-in-family,Married-civ-spouse,<=50K
29.0,Masters,Male,Not-in-family,Married-civ-spouse,<=50K
23.0,5th-6th,Female,Own-child,Married-civ-spouse,<=50K
19.0,Some-college,Male,Husband,Never-married,<=50K
29.0,Some-college,Female,Own-child,Never-married,>50K
25.0,HS-grad,Male,Not-in-family,Never-married,<=50K
35.0,HS-grad,Male,Husband,Never-married,<=50K
45.0,Bachelors,Male,Own-child,Married-civ-spouse,>50K
46.0,HS-grad,Female,Own-child,Never-married,<=50K
30.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
34.0,Bachelors,Male,Husband,Never-married,>50K
25.0,HS-grad,Female,Not-in-family,Married-civ-spouse,<=50K
48.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
18.0,Bachelors,Female,Own-child,Married-civ-spouse,<=50K
43.0,Assoc-voc,Male,Not-in-family,Divorced,<=50K
50.0,Some-college,Male,Unmarried,Divorced,>50K
47.0,HS-grad,Female,Husband,Divorced,<=50K
25.0,Masters,Male,Own-child,Never-married,<=50K
32.0,12th,Male,Not-in-family,Never-married,<=50K
40.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
30.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
32.0,12th,Female,Husband,Married-civ-spouse,<=50K
28.0,Assoc-acdm,Male,Husband,Never-married,<=50K
35.0,HS-grad,Male,Husband,Never-married,<=50K
18.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
51.0,Some-college,Male,Husband,Never-married,<=50K
23.0,Some-college,Male,Wife,Never-married,<=50K
38.0,9th,Male,Not-in-family,Married-civ-spouse,<=50K
30.0,Bachelors,Male,Other-relative,Married-civ-spouse,<=50K
42.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
62.0,10th,Male,Not-in-family,Married-civ-spouse,>50K
41.0,11th,Female,Not-in-family,Married-civ-spouse,>50K
19.0,Bachelors,Male,Not-in-family,Married-civ-spouse,>50K
34.0,HS-grad,Male,Own-child,Divorced,<=50K
36.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
37.0,Some-college,Female,Own-child,Divorced,<=50K
43.0,Bachelors,Male,Husband,Never-married,<=50K
29.0,Some-college,Female,Husband,Married-civ-spouse,<=50K
24.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
35.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
64.0,Bachelors,Male,Husband,Never-married,<=50K
24.0,Bachelors,Female,Own-child,Married-civ-spouse,<=50K
58.0,Prof-school,Female,Own-child,Married-civ-spouse,<=50K
36.0,Bachelors,Male,Unmarried,Married-civ-spouse,<=50K
34.0,Doctorate,Male,Own-child,Never-married,<=50K
57.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
34.0,HS-grad,Male,Other-relative,Divorced,<=50K
45.0,Some-college,Female,Not-in-family,Divorced,<=50K
35.0,Bachelors,Male,Husband,Married-civ-spouse,>50K
57.0,Bachelors,Male,Not-in-family,Widowed,<=50K
43.0,Bachelors,Female,Husband,Divorced,<=50K
46.0,Bachelors,Male,Not-in-family,Married-civ-spouse,<=50K
28.0,12th,Male,Not-in-family,Never-married,<=50K
47.0,Bachelors,Female,Not-in-family,Divorced,<=50K
39.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
24.0,Bachelors,Female,Husband,Never-married,<=50K
24.0,Bachelors,Male,Own-child,Divorced,<=50K
51.0,Some-college,Male,Husband,Never-married,<=50K
61.0,Masters,Male,Not-in-family,Divorced,>50K
32.0,HS-grad,Male,Husband,Divorced,<=50K
41.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
53.0,7th-8th,Male,Husband,Married-civ-spouse,<=50K
33.0,HS-grad,Male,Own-child,Never-married,<=50K
64.0,5th-6th,Female,Not-in-family,Married-civ-spouse,<=50K
41.0,Bachelors,Female,Unmarried,Married-civ-spouse,<=50K
52.0,9th,Female,Not-in-family,Married-civ-spouse,<=50K
60.0,Bachelors,Female,Not-in-family,Married-civ-spouse,<=50K
53.0,Doctorate,Female,Not-in-family,Married-civ-spouse,<=50K
23.0,Some-college,Male,Not-in-family,Never-married,<=50K
43.0,Bachelors,Male,Unmarried,Never-married,<=50K
34.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
20.0,Some-college,Male,Unmarried,Never-married,<=50K
32.0,Some-college,Male,Not-in-family,Never-married,<=50K
26.0,Masters,Male,Husband,Married-civ-spouse,<=50K
52.0,Bachelors,Male,Husband,Never-married,<=50K
20.0,HS-grad,Female,Wife,Married-civ-spouse,<=50K
63.0,Assoc-voc,Male,Husband,Divorced,<=50K
31.0,Assoc-voc,Male,Not-in-family,Never-married,<=50K
29.0,HS-grad,Male,Not-in-family,Never-married,<=50K
19.0,Masters,Female,Husband,Divorced,<=50K
27.0,HS-grad,Male,Husband,Never-married,>50K
35.0,Some-college,Female,Husband,Widowed,>50K
60.0,Some-college,Female,Not-in-family,Never-married,<=50K
21.0,10th,Male,Not-in-family,Married-civ-spouse,<=50K
61.0,HS-grad,Male,Husband,Never-married,<=50K
55.0,HS-grad,Female,Husband,Married-civ-spouse,<=50K
33.0,Some-college,Female,Husband,Never-married,<=50K
28.0,10th,Male,Husband,Married-civ-spouse,<=50K
27.0,HS-grad,Male,Own-child,Never-married,>50K
42.0,Assoc-voc,Female,Own-child,Married-civ-spouse,>50K
18.0,11th,Female,Husband,Married-civ-spouse,<=50K
18.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
35.0,Prof-school,Male,Not-in-family,Married-civ-spouse,<=50K
17.0,Prof-school,Female,Not-in-family,Never-married,<=50K
27.0,10th,Female,Not-in-family,Married-civ-spouse,<=50K
25.0,HS-grad,Male,Husband,Never-married,<=50K
25.0,11th,Female,Husband,Married-civ-spouse,<=50K
24.0,Bachelors,Female,Husband,Never-married,>50K
17.0,Assoc-voc,Male,Own-child,Never-married,<=50K
21.0,Bachelors,Female,Own-child,Divorced,>50K
40.0,Bachelors,Female,Unmarried,Married-civ-spouse,<=50K
66.0,Bachelors,Female,Husband,Divorced,<=50K
79.0,Some-college,Female,Unmarried,Widowed,>50K
34.0,Bachelors,Male,Unmarried,Married-civ-spouse,<=50K
23.0,Some-college,Female,Wife,Divorced,>50K
39.0,Assoc-voc,Female,Own-child,Married-civ-spouse,<=50K
39.0,Prof-school,Male,Husband,Divorced,<=50K
77.0,11th,Female,Husband,Never-married,<=50K
19.0,HS-grad,Male,Other-relative,Never-married,<=50K
48.0,10th,Male,Other-relative,Never-married,<=50K
28.0,Some-college,Male,Not-in-family,Never-married,>50K
26.0,Some-college,Female,Husband,Married-civ-spouse,<=50K
43.0,10th,Male,Not-in-family,Married-civ-spouse,<=50K
24.0,Some-college,Female,Husband,Widowed,<=50K
45.0,Prof-school,Male,Not-in-family,Married-civ-spouse,<=50K
38.0,Bachelors,Female,Own-child,Married-civ-spouse,<=50K
32.0,Some-college,Male,Own-child,Never-married,<=50K
41.0,Bachelors,Female,Not-in-family,Married-civ-spouse,<=50K
29.0,HS-grad,Male,Not-in-family,Married-civ-spouse,<=50K
44.0,12th,Female,Own-child,Married-civ-spouse,<=50K
34.0,HS-grad,Male,Husband,Never-married,<=50K
30.0,10th,Male,Husband,Married-civ-spouse,<=50K
53.0,HS-grad,Female,Not-in-family,Never-married,<=50K
59.0,HS-grad,Female,Not-in-family,Never-married,<=50K
19.0,Some-college,Female,Husband,Never-married,>50K
27.0,Assoc-acdm,Male,Not-in-family,Married-civ-spouse,<=50K
29.0,Masters,Male,Not-in-family,Never-married,>50K
50.0,Masters,Female,Not-in-family,Divorced,<=50K
74.0,HS-grad,Male,Unmarried,Never-married,<=50K
67.0,HS-grad,Male,Husband,Never-married,>50K
60.0,12th,Male,Husband,Married-civ-spouse,<=50K
28.0,HS-grad,Male,Husband,Never-married,<=50K
79.0,Doctorate,Female,Husband,Widowed,>50K
27.0,Some-college,Male,Unmarried,Married-civ-spouse,<=50K
24.0,Bachelors,Female,Not-in-family,Never-married,<=50K
64.0,HS-grad,Male,Wife,Divorced,>50K
27.0,HS-grad,Male,Husband,Married-civ-spouse,<=50K
46.0,Some-college,Male,Husband,Married-civ-spouse,<=50K
19.0,Bachelors,Male,Husband,Married-civ-spouse,<=50K
45.0,12th,Male,Wife,Married-civ-spouse,<=50K
54.0,Masters,Male,Own-child,Widowed,<=50K
31.0,HS-grad,Female,Unmarried,Separated,<=50K
33.0,HS-grad,Female,Not-in-family,Never-married,<=50K
34.0,10th,Male,Husband,Married-civ-spouse,>50K
48.0,Some-college,Female,Wife,Never-married,<=50K
27.0,Some-college,Male,Husband,Married-civ-spouse,>50K
